verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
Myotis_blythii,CallDuration,5.9,1.46,25,mean,hand-release & leaving roost,ms,52,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Nyctalus_noctula,CallDuration,10.9,1.92,18,mean,hand-release & leaving roost & free-flight,ms,22,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",call_type_1,NA,NA
Nyctalus_noctula,CallDuration,14.8,3.16,21,mean,hand-release & leaving roost & free-flight,ms,26,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",call_type_2,NA,NA
Nyctalus_leisleri,CallDuration,4.2,1.3,31,mean,hand-release,ms,6,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Eptesicus_serotinus,CallDuration,6,2.52,42,mean,hand-release & free-flight,ms,24,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_pipistrellus,CallDuration,5.7,1.53,27,mean,hand-release & leaving roost & free-flight,ms,47,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_pygmaeus,CallDuration,5,1.15,23,mean,hand-release & free-flight,ms,45,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_nathusii,CallDuration,6.2,NA,NA,mean,hand-release,ms,1,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_kuhlii,CallDuration,6.4,1.38,22,mean,hand-release & free-flight,ms,31,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Hypsugo_savii,CallDuration,6.8,1.57,23,mean,hand-release & free-flight,ms,53,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Plecotus_austriacus,CallDuration,2.4,1.2,50,mean,hand-release & free-flight,ms,7,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Miniopterus_schreibersii,CallDuration,6.7,1.29,19,mean,hand-release & leaving roost & free-flight,ms,61,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Tadarida_teniotis,CallDuration,18.4,4.74,26,mean,free-flight,ms,10,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Rhinolophus_ferrumequinum,InterpulseInterval,92.1,24.94,27,mean,hand-release & leaving roost & free-flight,ms,28,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Rhinolophus_hipposideros,InterpulseInterval,98.2,29.1,30,mean,hand-release,ms,5,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Rhinolophus_euryale,InterpulseInterval,84.5,30.01,36,mean,hand-release & leaving roost & free-flight,ms,35,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Rhinolophus_mehelyi,InterpulseInterval,62.5,23.92,38,mean,hand-release & leaving roost,ms,16,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Rhinolophus_blasii,InterpulseInterval,71.8,23.1,32,mean,hand-release & leaving roost & free-flight,ms,37,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Myotis_capaccinii,InterpulseInterval,75.4,22.97,30,mean,hand-release & leaving roost & free-flight,ms,56,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Myotis_daubentonii,InterpulseInterval,86.8,24.78,29,mean,hand-release,ms,6,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Myotis_mystacinus,InterpulseInterval,72.7,NA,NA,mean,hand-release,ms,1,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Myotis_emarginatus,InterpulseInterval,79.4,23.83,30,mean,hand-release,ms,42,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Myotis_bechsteinii,InterpulseInterval,97,NA,NA,mean,hand-release,ms,1,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Myotis_myotis,InterpulseInterval,103.9,32.33,31,mean,hand-release,ms,47,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Myotis_blythii,InterpulseInterval,102.9,29.61,29,mean,hand-release & leaving roost,ms,52,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Nyctalus_noctula,InterpulseInterval,201.8,74.61,37,mean,hand-release & leaving roost & free-flight,ms,22,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",call_type_1,NA,NA
Nyctalus_noctula,InterpulseInterval,249.2,119.6,48,mean,hand-release & leaving roost & free-flight,ms,25,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",call_type_2,NA,NA
Nyctalus_leisleri,InterpulseInterval,153.4,62.36,41,mean,hand-release,ms,6,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Eptesicus_serotinus,InterpulseInterval,124.8,51.27,41,mean,hand-release & free-flight,ms,24,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_pipistrellus,InterpulseInterval,94.9,29.9,32,mean,hand-release & leaving roost & free-flight,ms,46,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_pygmaeus,InterpulseInterval,85.4,20.72,24,mean,hand-release & free-flight,ms,43,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_nathusii,InterpulseInterval,107.2,NA,NA,mean,hand-release,ms,1,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Pipistrellus_kuhlii,InterpulseInterval,124.7,44.55,36,mean,hand-release & free-flight,ms,31,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Hypsugo_savii,InterpulseInterval,148.5,59.63,40,mean,hand-release & free-flight,ms,53,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Plecotus_austriacus,InterpulseInterval,87.6,52,59,mean,hand-release & free-flight,ms,7,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Miniopterus_schreibersii,InterpulseInterval,94.1,35.73,38,mean,hand-release & leaving roost & free-flight,ms,60,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Tadarida_teniotis,InterpulseInterval,764.6,259.37,34,mean,free-flight,ms,9,call,Greece,Papadatou et al. (2008),"Papadatou, E., Butlin, R.K. & Altringham, J.D. (2008) Identification of bat species in Greece from their echolocation calls. Acta Chiropterologica, 10, 127-143.",NA,NA,NA
Miniopterus_schreibersii,CallDuration,6.37,2.89,45,mean,free-flight & hand-release & light-tagged,ms,31,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Tadarida_teniotis,CallDuration,15.03,3.47,23,mean,free-flight & light-tagged,ms,35,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_blasii,CallDuration,44.9,8.52,19,mean,free-flight & free-statiounknownry,ms,4,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_euryale,CallDuration,35.23,18.06,51,mean,free-flight & in-hand,ms,15,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_ferrumequinum,CallDuration,50.08,13.52,27,mean,free-flight & free-statiounknownry & hand-release & light-tagged,ms,30,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_hipposideros,CallDuration,42.47,12.66,30,mean,free-flight & free-statiounknownry & hand-release & in-hand,ms,52,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_mehelyi,CallDuration,27.73,7.12,26,mean,in-hand,ms,41,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Barbastella_barbastellus,CallDuration,3.57,1.84,52,mean,free-flight & hand-release & light-tagged & unknown,ms,28,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Eptesicus_nilssonii,CallDuration,12.74,2.11,17,mean,free-flight & hand-release & light-tagged,ms,28,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Eptesicus_serotinus,CallDuration,7.09,2.83,40,mean,free-flight & hand-release & light-tagged & unknown,ms,81,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Hypsugo_savii,CallDuration,8.23,3.19,39,mean,free-flight & hand-release & light-tagged,ms,32,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_alcathoe,CallDuration,2.34,0.76,32,mean,free-flight & hand-release & light-tagged,ms,20,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_bechsteinii,CallDuration,3.28,2.09,64,mean,hand-release & light-tagged & unknown,ms,44,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_blythii,CallDuration,3.94,1.97,50,mean,free-flight & hand-release,ms,17,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_brandtii,CallDuration,3.01,1.04,35,mean,hand-release & light-tagged & unknown,ms,46,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_capaccinii,CallDuration,3.62,1.4,39,mean,free-flight & hand-release & light-tagged,ms,30,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_dasycneme,CallDuration,4.66,0.71,15,mean,free-flight,ms,22,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_daubentonii,CallDuration,2.99,0.95,32,mean,free-flight & hand-release & light-tagged & unknown,ms,50,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_emarginatus,CallDuration,2.29,0.7,31,mean,hand-release & light-tagged,ms,24,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_myotis,CallDuration,5.6,1.8,32,mean,hand-release & light-tagged,ms,23,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_mystacinus,CallDuration,2.36,0.59,25,mean,hand-release & light-tagged & unknown,ms,54,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_nattereri,CallDuration,3.57,1.24,35,mean,free-flight & hand-release & light-tagged & unknown,ms,67,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Myotis_punicus,CallDuration,3.62,0.96,27,mean,light-tagged,ms,6,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Nyctalus_lasiopterus,CallDuration,22.87,2.92,13,mean,free-flight,ms,22,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Nyctalus_leisleri,CallDuration,9.39,3.86,41,mean,free-flight & hand-release & light-tagged & unknown,ms,76,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Nyctalus_noctula,CallDuration,13.78,4.21,31,mean,free-flight & hand-release & light-tagged & unknown,ms,47,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Pipistrellus_kuhlii,CallDuration,5.62,1.43,25,mean,free-flight & hand-release & light-tagged,ms,47,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Pipistrellus_nathusii,CallDuration,7.54,1.86,25,mean,free-flight & hand-release & light-tagged,ms,23,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Pipistrellus_pipistrellus,CallDuration,6.02,2.1,35,mean,free-flight & hand-release & light-tagged & unknown,ms,47,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Pipistrellus_pygmaeus,CallDuration,5.42,1.12,21,mean,free-flight & hand-release & light-tagged & unknown,ms,104,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Plecotus_auritus,CallDuration,2.87,1.23,43,mean,hand-release & light-tagged & unknown,ms,41,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Plecotus_austriacus,CallDuration,3.31,1.66,50,mean,free-flight & hand-release & light-tagged,ms,27,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Vespertilio_murinus,CallDuration,14.59,4.44,30,mean,free-flight & hand-release & light-tagged,ms,24,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Miniopterus_schreibersii,CallMaxFrequency,73.24,12.13,17,mean,free-flight & hand-release & light-tagged,kHz,31,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Tadarida_teniotis,CallMaxFrequency,14.61,4.95,34,mean,free-flight & light-tagged,kHz,35,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_blasii,CallMaxFrequency,95.51,1.34,1,mean,free-flight & free-statiounknownry,kHz,4,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_euryale,CallMaxFrequency,102.28,1.2,1,mean,free-flight & in-hand,kHz,15,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_ferrumequinum,CallMaxFrequency,81.66,1.68,2,mean,free-flight & free-statiounknownry & hand-release & light-tagged,kHz,30,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
Rhinolophus_hipposideros,CallMaxFrequency,109.76,2.35,2,mean,free-flight & free-statiounknownry & hand-release & in-hand,kHz,52,call,Europe,Walters et al. (2012),"Walters, C.L., Freeman, R., Collen, A., Dietz, C., Brock Fenton, M., Jones, G., Obrist, M.K., Puechmaille, S.J., Sattler, T. & Siemers, B.M. (2012) A continentalâ€scale tool for acoustic identification of E uropean bats. Journal of Applied Ecology, 49, 1064-1074.",NA,NA,NA
