,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,coordinateX-WGS84,coordinateY-WGS84,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
253,Pipistrellus_pygmaeus,MaxNightlyDistance,2490,450,0.18,Mean,NA&HomingIn,m,30,individual,1,roost,UnitedKingdom,50.65,-1.95,Stone et al. (2015),"Stone E, Zeale MRK, Newson SE, et al (2015) Managing conflict between bats and humans: The response of soprano pipistrelles (Pipistrellus pygmaeus) to exclusion from roosts in houses. PLoS One 10:1–16.",Sex_Female,Age_Adult/Subadult,NA
254,Pipistrellus_pygmaeus,MaxNightlyDistance,1735,1175,0.68,Mean,NA&HomingIn,m,8,individual,1,roost,UnitedKingdom,54.11,-2.5,Stone et al. (2015),"Stone E, Zeale MRK, Newson SE, et al (2015) Managing conflict between bats and humans: The response of soprano pipistrelles (Pipistrellus pygmaeus) to exclusion from roosts in houses. PLoS One 10:1–16.",Sex_Female,Age_Adult/Subadult,NA
255,Pipistrellus_pygmaeus,MaxNightlyDistance,775,290,0.37,Mean,NA&HomingIn,m,28,individual,1,roost,UnitedKingdom,52.91,-1.85,Stone et al. (2015),"Stone E, Zeale MRK, Newson SE, et al (2015) Managing conflict between bats and humans: The response of soprano pipistrelles (Pipistrellus pygmaeus) to exclusion from roosts in houses. PLoS One 10:1–16.",Sex_Female,Age_Adult/Subadult,NA
256,Pipistrellus_pygmaeus,MaxNightlyDistance,580,280,0.48,Mean,NA&HomingIn,m,14,individual,1,roost,UnitedKingdom,51.2,-0.65,Stone et al. (2015),"Stone E, Zeale MRK, Newson SE, et al (2015) Managing conflict between bats and humans: The response of soprano pipistrelles (Pipistrellus pygmaeus) to exclusion from roosts in houses. PLoS One 10:1–16.",Sex_Female,Age_Adult/Subadult,NA
257,Nyctalus_leisleri,HomeRange,1500.92,1869.24,1.25,Mean,MCP100&HomingIn/triangulation,ha,12,individual,1,roost,Switzerland,46.05,8.88,Szentkuti et al. (2013),"Szentkuti S, Bontadina F, Spada M, et al (2013) Factors underlying migratory bat aggregations in chestnut groves. Endanger Species Res 21:105–114.",Sex_Mixed,Age_Adult/Subadult,NA
258,Nyctalus_leisleri,HomeRange,43.7,41.3,0.95,Mean,Kernel50&HomingIn/triangulation,ha,12,individual,1,roost,Switzerland,46.05,8.88,Szentkuti et al. (2013),"Szentkuti S, Bontadina F, Spada M, et al (2013) Factors underlying migratory bat aggregations in chestnut groves. Endanger Species Res 21:105–114.",Sex_Mixed,Age_Adult/Subadult,NA
259,Nyctalus_leisleri,MaxNightlyDistance,4678.17,3747.49,0.8,Mean,NA&HomingIn/triangulation,m,12,individual,1,roost,Switzerland,46.05,8.88,Szentkuti et al. (2013),"Szentkuti S, Bontadina F, Spada M, et al (2013) Factors underlying migratory bat aggregations in chestnut groves. Endanger Species Res 21:105–114.",Sex_Mixed,Age_Adult/Subadult,NA
260,Nyctalus_leisleri,MeanNightlyDistance,1968.67,1754.64,0.89,Mean,NA&HomingIn/triangulation,m,12,individual,1,roost,Switzerland,46.05,8.88,Szentkuti et al. (2013),"Szentkuti S, Bontadina F, Spada M, et al (2013) Factors underlying migratory bat aggregations in chestnut groves. Endanger Species Res 21:105–114.",Sex_Mixed,Age_Adult/Subadult,NA
261,Miniopterus_schreibersii,HomeRange,11721.21,9438.25,0.81,Mean,MCP&HomingIn/triangulation,ha,19,individual,1,roost,France,44.2828,4.8328,Vincent et al. (2011),"Vincent S, Nemoz M, Aulagnier S (2011) Activity and foraging habitats of Miniopterus schreibersii (Chiroptera: Miniopteridae) in southern France: implications for its conservation. Hystrix, Ital J Mammal 22:57–72.",Sex_Female,Age_Adult/Subadult,NA
262,Miniopterus_schreibersii,MaxNightlyDistance,18328.57,6006.08,0.33,Mean,NA&HomingIn/triangulation,m,14,individual,1,roost,France,44.2828,4.8328,Vincent et al. (2011),"Vincent S, Nemoz M, Aulagnier S (2011) Activity and foraging habitats of Miniopterus schreibersii (Chiroptera: Miniopteridae) in southern France: implications for its conservation. Hystrix, Ital J Mammal 22:57–72.",Sex_Female,Age_Adult/Subadult,NA
263,Nyctalus_leisleri,HomeRange,849.6,613.7,0.72,Mean,MCP&HomingIn,ha,5,individual,1,roost,UnitedKingdom,51.45,-2.63,Waters et al. (1999),"Waters D, Jones G, Furlong M (1999) Foraging ecology of Leisler’s bat (Nyctalus leisleri) at two sites in southern Britain. J Zool 249:173–180.",Sex_Female,Age_Adult/Subadult,NA
264,Nyctalus_leisleri,HomeRange,542.67,261.23,0.48,Mean,MCP&HomingIn,ha,3,individual,1,roost,UnitedKingdom,51.4,0.41,Waters et al. (1999),"Waters D, Jones G, Furlong M (1999) Foraging ecology of Leisler’s bat (Nyctalus leisleri) at two sites in southern Britain. J Zool 249:173–180.",Sex_Female,Age_Adult/Subadult,NA
265,Nyctalus_leisleri,MaxNightlyDistance,3643.33,715.98,0.2,Mean,NA&HomingIn,m,3,individual,1,roost,UnitedKingdom,51.4,0.41,Waters et al. (1999),"Waters D, Jones G, Furlong M (1999) Foraging ecology of Leisler’s bat (Nyctalus leisleri) at two sites in southern Britain. J Zool 249:173–180.",Sex_Female,Age_Adult/Subadult,NA
266,Nyctalus_leisleri,MaxNightlyDistance,4522,1021.63,0.23,Mean,NA&HomingIn,m,5,individual,1,roost,UnitedKingdom,51.45,-2.63,Waters et al. (1999),"Waters D, Jones G, Furlong M (1999) Foraging ecology of Leisler’s bat (Nyctalus leisleri) at two sites in southern Britain. J Zool 249:173–180.",Sex_Female,Age_Adult/Subadult,NA
267,Myotis_myotis,MeanNightlyDistance,5000,NA,NA,Mean,NA&HomingIn,m,9,individual,2,roost,Germany,48.43/48.51,10.60/10.81,Zahn et al. (2005),"Zahn A, Haselbach H, Guttinger R (2005) Foraging activity of central European Myotis myotis in a landscape dominated by spruce monocultures. Mamm Biol 70:265–270.",Sex_Mixed,Age_Adult/Subadult,NA
268,Rhinolophus_hipposideros,HomeRange,5.3,NA,NA,Mean,Kernel50&Triangulation/Biangulation,ha,6,individual,1,roost,Germany,47.86,12.4,Zahn et al. (2008),"Zahn A, Holzhaider J, Kriner E, et al (2008) Foraging activity of Rhinolophus hipposideros on the island of Herrenchiemsee, Upper Bavaria. Mamm Biol 73:222–229.",Sex_Female,Age_Adult/Subadult,NA
269,Myotis_emarginatus,MaxNightlyDistance,3828.57,2321.43,0.61,Mean,NA&HomingIn,m,7,individual,1,roost,Germany,47.95,12.83,Zahn et al. (2010),"Zahn A, Bauer S, Kriner E, Holzhaider J (2010) Foraging habitats of Myotis emarginatus in Central Europe. Eur J Wildl Res 56:395–400. ",Sex_Mixed,Age_Adult/Subadult,NA
270,Myotis_emarginatus,MaxNightlyDistance,6200,2171.02,0.35,Mean,NA&HomingIn,m,4,individual,1,roost,Germany,47.93,12.76,Zahn et al. (2010),"Zahn A, Bauer S, Kriner E, Holzhaider J (2010) Foraging habitats of Myotis emarginatus in Central Europe. Eur J Wildl Res 56:395–400. ",Sex_Female,Age_Adult/Subadult,NA
271,Barbastella_barbastellus,HomeRange,1587.9,NA,NA,Mean,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,51.05,-1.55,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
272,Barbastella_barbastellus,HomeRange,1058.7,NA,NA,Mean,MCP100&HomingIn,ha,14,individual,1,roost,UnitedKingdom,50.6,-3.73,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
273,Barbastella_barbastellus,HomeRange,82.5,NA,NA,Mean,Kernel80&HomingIn,ha,14,individual,1,roost,UnitedKingdom,51.05,-1.55,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
274,Barbastella_barbastellus,HomeRange,67.5,NA,NA,Mean,Kernel80&HomingIn,ha,14,individual,1,roost,UnitedKingdom,50.6,-3.73,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
275,Barbastella_barbastellus,MaxNightlyDistance,8500,NA,NA,Mean,NA&HomingIn,m,14,individual,1,roost,UnitedKingdom,51.05,-1.55,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
276,Barbastella_barbastellus,MaxNightlyDistance,5200,NA,NA,Mean,NA&HomingIn,m,14,individual,1,roost,UnitedKingdom,50.6,-3.73,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
277,Barbastella_barbastellus,MeanNightlyDistance,6800,4800,0.71,Mean,NA&HomingIn,m,14,individual,1,roost,UnitedKingdom,51.05,-1.55,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
278,Barbastella_barbastellus,MeanNightlyDistance,6800,4800,0.71,Mean,NA&HomingIn,m,14,individual,1,roost,UnitedKingdom,50.6,-3.73,Zeale et al. (2012),"Zeale MRK, Davidson-Watts I, Jones G (2012) Home range use and habitat selection by barbastelle bats (Barbastella barbastellus): implications for conservation. J Mammal 93:1110–1118.",Sex_Female,Age_Adult/Subadult,NA
279,Myotis_capaccinii,HomeRange,3.93,3.17,0.81,Median,MCP100&HomingIn,ha,17,individual,1,roost,Spain,39.05441,-0.617542,Almenar et al. (2006),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2006). Habitat selection and spatial use by the trawling bat Myotis capaccinii (Bonaparte, 1837). Acta Chiropterologica, 8(1), 157-167.",Sex_Mixed,Age_Adult/Subadult,NA
280,Pipistrellus_pygmaeus,HomeRange,57.5,NA,NA,Median,MCP95&HomingIn/triangulation,ha,11,individual,2,roost,Czech Republic,48.57454,16.37482,Bartonicka et al. (2008),"Bartonička, T., Bielik, A., & Řehák, Z. (2008, December). Roost switching and activity patterns in the soprano pipistrelle, Pipistrellus pygmaeus, during lactation. In Annales Zoologici Fennici (Vol. 45, No. 6, pp. 503-512). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
281,Myotis_bechsteinii,HomeRange,41.3,78.8,1.91,Median,MCP100&Triangulation,ha,9,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
282,Myotis_bechsteinii,HomeRange,41.8,33.6,0.8,Median,MCP100&Triangulation,ha,3,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
283,Myotis_bechsteinii,HomeRange,45,59.1,1.31,Median,MCP100&Triangulation,ha,13,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
284,Myotis_bechsteinii,HomeRange,36.2,NA,NA,Median,MCP100&Triangulation,ha,7,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
285,Myotis_bechsteinii,HomeRange,32.8,NA,NA,Median,MCP100&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
286,Myotis_bechsteinii,HomeRange,95.6,NA,NA,Median,MCP100&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
287,Myotis_bechsteinii,HomeRange,70.2,NA,NA,Median,MCP100&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
288,Nyctalus_noctula,HomeRange,6.07,NA,NA,Median,MCP100&HomingIn,ha,10,individual,1,roost,UnitedKingdom,51.186175,-3.582981,Mackie & Racey (2007),"Mackie LJ, Racey PA (2007) Habitat use varies with reproductive state in noctule bats (Nyctalus noctula): Implications for conservation. Biol Conserv 140:70–77.",Sex_Female,Age_Adult/Subadult,NA
289,Nyctalus_noctula,HomeRange,9.03,NA,NA,Median,MCP100&HomingIn,ha,10,individual,1,roost,UnitedKingdom,51.186175,-3.582981,Mackie & Racey (2007),"Mackie LJ, Racey PA (2007) Habitat use varies with reproductive state in noctule bats (Nyctalus noctula): Implications for conservation. Biol Conserv 140:70–77.",Sex_Female,Age_Adult/Subadult,NA
290,Myotis_bechsteinii,HomeRange,18.7,13.2,0.71,Median,Kernel95&Triangulation,ha,9,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
291,Myotis_bechsteinii,HomeRange,16.4,5.2,0.32,Median,Kernel95&Triangulation,ha,3,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
292,Myotis_bechsteinii,HomeRange,19,14,0.74,Median,Kernel95&Triangulation,ha,13,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
293,Myotis_bechsteinii,HomeRange,9.6,NA,NA,Median,Kernel95&Triangulation,ha,7,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
294,Myotis_bechsteinii,HomeRange,8.1,NA,NA,Median,Kernel95&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
295,Myotis_bechsteinii,HomeRange,15.7,NA,NA,Median,Kernel95&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
296,Myotis_bechsteinii,HomeRange,16.3,NA,NA,Median,Kernel95&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
297,Myotis_bechsteinii,HomeRange,2.8,2,0.71,Median,Kernel50&Triangulation,ha,9,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
298,Myotis_bechsteinii,HomeRange,2.4,0.6,0.25,Median,Kernel50&Triangulation,ha,3,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
299,Myotis_bechsteinii,HomeRange,2.5,1.2,0.48,Median,Kernel50&Triangulation,ha,13,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
300,Myotis_bechsteinii,HomeRange,1.5,NA,NA,Median,Kernel50&Triangulation,ha,7,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
301,Myotis_bechsteinii,HomeRange,1.2,NA,NA,Median,Kernel50&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
302,Myotis_bechsteinii,HomeRange,3.2,NA,NA,Median,Kernel50&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
303,Myotis_bechsteinii,HomeRange,1.8,NA,NA,Median,Kernel50&Triangulation,ha,6,individual,NA,roost,Luxembourg,49.8,6.43,Dawo et al. (2013),"Dawo, B., Kalko, E. K., & Dietz, M. (2013, December). Spatial organization reflects the social organization in Bechstein's bats. In Annales Zoologici Fennici (Vol. 50, No. 6, pp. 356-370). Finnish Zoological and Botanical Publishing Board.",Sex_Female,Age_Adult/Subadult,NA
304,Myotis_capaccinii,HomeRange,7290,NA,NA,Cumulated,MCP100&HomingIn,ha,15,individual,1,roost,Spain,NA,NA,Almenar et al. (2011),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2011). Reproductive and age classes do not change spatial dynamics of foraging long-fingered bats (Myotis capaccinii). European Journal of Wildlife Research, 57(4), 929-937.",Sex_Mixed,Age_Adult/Subadult,NA
305,Myotis_capaccinii,HomeRange,25080,NA,NA,Cumulated,MCP100&HomingIn,ha,15,individual,1,roost,Spain,NA,NA,Almenar et al. (2011),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2011). Reproductive and age classes do not change spatial dynamics of foraging long-fingered bats (Myotis capaccinii). European Journal of Wildlife Research, 57(4), 929-937.",Sex_Mixed,Age_Mixed,NA
306,Myotis_capaccinii,HomeRange,13370,NA,NA,Cumulated,MCP100&HomingIn,ha,15,individual,1,roost,Spain,NA,NA,Almenar et al. (2011),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2011). Reproductive and age classes do not change spatial dynamics of foraging long-fingered bats (Myotis capaccinii). European Journal of Wildlife Research, 57(4), 929-937.",Sex_Mixed,Age_Mixed,NA
307,Myotis_capaccinii,HomeRange,34460,NA,NA,Cumulated,MCP100&HomingIn,ha,45,individual,1,roost,Spain,NA,NA,Almenar et al. (2011),"Almenar, D., Aihartza, J., Goiti, U., Salsamendi, E., & Garin, I. (2011). Reproductive and age classes do not change spatial dynamics of foraging long-fingered bats (Myotis capaccinii). European Journal of Wildlife Research, 57(4), 929-937.",Sex_Mixed,Age_Mixed,NA
308,Myotis_dasycneme,HomeRange,"38,712",NA,NA,Cumulated,MCP&HomingIn/triangulation,ha,8,individual,1,roost,Poland,53.93,17.8,Ciechanowski et al. (2017),"Ciechanowski, M., Zapart, A., Kokurewicz, T., Rusiński, M., & Lazarus, M. (2017). Habitat selection of the pond bat (Myotis dasycneme) during pregnancy and lactation in northern Poland. Journal of Mammalogy, 98(1), 232-245.",Sex_Female,Age_Adult/Subadult,NA
309,Myotis_dasycneme,HomeRange,16670,NA,NA,Cumulated,MCP&HomingIn/triangulation,ha,8,individual,1,roost,Poland,53.93,17.8,Ciechanowski et al. (2017),"Ciechanowski, M., Zapart, A., Kokurewicz, T., Rusiński, M., & Lazarus, M. (2017). Habitat selection of the pond bat (Myotis dasycneme) during pregnancy and lactation in northern Poland. Journal of Mammalogy, 98(1), 232-245.",Sex_Female,Age_Adult/Subadult,NA
310,Myotis_dasycneme,HomeRange,56028,NA,NA,Cumulated,MCP&HomingIn/triangulation,ha,11,individual,1,roost,Poland,53.76,17.71,Ciechanowski et al. (2017),"Ciechanowski, M., Zapart, A., Kokurewicz, T., Rusiński, M., & Lazarus, M. (2017). Habitat selection of the pond bat (Myotis dasycneme) during pregnancy and lactation in northern Poland. Journal of Mammalogy, 98(1), 232-245.",Sex_Female,Age_Adult/Subadult,NA
311,Myotis_dasycneme,HomeRange,9733,NA,NA,Cumulated,MCP&HomingIn/triangulation,ha,11,individual,1,roost,Poland,53.76,17.71,Ciechanowski et al. (2017),"Ciechanowski, M., Zapart, A., Kokurewicz, T., Rusiński, M., & Lazarus, M. (2017). Habitat selection of the pond bat (Myotis dasycneme) during pregnancy and lactation in northern Poland. Journal of Mammalogy, 98(1), 232-245.",Sex_Female,Age_Adult/Subadult,NA
312,Myotis_emarginatus,HomeRange,7410,NA,NA,Cumulated,MCP&Triangulation/Biangulation,ha,13,individual,1,roost,France,43.657419,4.447938,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_Female,Age_Mixed,NA
313,Rhinolophus_ferrumequinum,HomeRange,20750,NA,NA,Cumulated,MCP&Triangulation/Biangulation,ha,14,individual,1,roost,France,43.657419,4.447938,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_Female,Age_Mixed,NA
314,Myotis_emarginatus,HomeRange,12900,NA,NA,Cumulated,MCP&Triangulation/Biangulation,ha,16,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_Female,Age_Mixed,NA
315,Rhinolophus_ferrumequinum,HomeRange,19690,NA,NA,Cumulated,MCP&Triangulation/Biangulation,ha,20,individual,1,roost,France,43.569858,4.675313,Fonderflick et al. (2015),"Fonderflick, J., Azam, C., Brochier, C., Cosson, E., & Quékenborn, D. (2015). Testing the relevance of using spatial modeling to predict foraging habitat suitability around bat maternity: a case study in Mediterranean landscape. Biological Conservation, 192, 120-129.",Sex_Female,Age_Mixed,NA
316,Nyctalus_noctula,HomeRange,2757,NA,NA,Cumulated,MCP100&Visual,ha,32,individual,1,roost,Germany,48.099091,11.928224,Kronwitter (1988),"Kronwitter, F. (1988). Population structure, habitat use and activity patterns of the noctule bat, Nyctalus noctula Schreb., 1774 (Chiroptera: Vespertilionidae) revealed by radio-tracking.",Sex_Mixed,Age_NA,NA
317,Nyctalus_noctula,HomeRange,62.75,NA,NA,Cumulated,MCP100&HomingIn,ha,20,individual,1,roost,UnitedKingdom,51.186175,-3.582981,Mackie & Racey (2007),"Mackie LJ, Racey PA (2007) Habitat use varies with reproductive state in noctule bats (Nyctalus noctula): Implications for conservation. Biol Conserv 140:70–77.",Sex_Female,Age_Adult/Subadult,NA
318,Myotis_daubentonii,HomeRange,25400,NA,NA,Cumulated,MCP100&HomingIn/Estimation_signal_strength,ha,8,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
319,Myotis_nattereri,HomeRange,49700,NA,NA,Cumulated,MCP100&HomingIn/Estimation_signal_strength,ha,23,individual,1,roost,UnitedKingdom,51.41,-2.25,Parsons & Jones (2003),"Parsons KN, Jones G (2003) Dispersion and habitat use by Myotis daubentonii and Myotis nattereri during the swarming season: implications for conservation. Anim Conserv 6:283–290. ",Sex_Mixed,Age_Adult/Subadult,NA
