,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
205,Nyctalus_leisleri,FirstMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Germany,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
206,Nyctalus_leisleri,SecondMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Germany,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
207,Nyctalus_leisleri,ThirdMainPreyItem,Neuroptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Germany,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
208,Nyctalus_leisleri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
209,Nyctalus_leisleri,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
210,Nyctalus_leisleri,ThirdMainPreyItem,Neuroptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
211,Nyctalus_leisleri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Ireland,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
212,Nyctalus_leisleri,SecondMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Ireland,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
213,Nyctalus_leisleri,ThirdMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Ireland,Shiel et al. (1998),"Shiel, C. B., DuvergÃ©, P. L., Smiddy, P., & Fairley, J. S. (1998). Analysis of the diet of Leisler's bat (Nyctalus leisleri) in Ireland with some comparative analyses from England and Germany. Journal of Zoology, 246(4), 417-425.",NA,NA,NA
214,Nyctalus_leisleri,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,51,individual,50,pellet,UnitedKingdom,Waters et al. (1999),"Waters, D., Jones, G., & Furlong, M. (1999). Foraging ecology of Leisler's bat (Nyctalus leisleri) at two sites in southern Britain. Journal of Zoology, 249(2), 173-180.",NA,NA,NA
215,Nyctalus_leisleri,SecondMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,51,individual,50,pellet,UnitedKingdom,Waters et al. (1999),"Waters, D., Jones, G., & Furlong, M. (1999). Foraging ecology of Leisler's bat (Nyctalus leisleri) at two sites in southern Britain. Journal of Zoology, 249(2), 173-180.",NA,NA,NA
216,Nyctalus_leisleri,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,51,individual,50,pellet,UnitedKingdom,Waters et al. (1999),"Waters, D., Jones, G., & Furlong, M. (1999). Foraging ecology of Leisler's bat (Nyctalus leisleri) at two sites in southern Britain. Journal of Zoology, 249(2), 173-180.",NA,NA,NA
217,Nyctalus_leisleri,FirstMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,47,individual,154,pellet,Slovakia,Kanuch et al. (2005),"KaÅˆuch, P., KriÅ¡tÃ­n, A., & KriÅ¡tofÃ­k, J. (2005). Phenology, diet, and ectoparasites of Leisler's bat (Nyctalus leisleri) in the Western Carpathians (Slovakia). Acta Chiropterologica, 7(2), 249-257.",NA,NA,NA
218,Nyctalus_leisleri,SecondMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,47,individual,154,pellet,Slovakia,Kanuch et al. (2005),"KaÅˆuch, P., KriÅ¡tÃ­n, A., & KriÅ¡tofÃ­k, J. (2005). Phenology, diet, and ectoparasites of Leisler's bat (Nyctalus leisleri) in the Western Carpathians (Slovakia). Acta Chiropterologica, 7(2), 249-257.",NA,NA,NA
219,Nyctalus_leisleri,ThirdMainPreyItem,Hymenoptera,NA,NA,NA,morphological_analysis,NA,47,individual,154,pellet,Slovakia,Kanuch et al. (2005),"KaÅˆuch, P., KriÅ¡tÃ­n, A., & KriÅ¡tofÃ­k, J. (2005). Phenology, diet, and ectoparasites of Leisler's bat (Nyctalus leisleri) in the Western Carpathians (Slovakia). Acta Chiropterologica, 7(2), 249-257.",NA,NA,NA
220,Nyctalus_noctula,FirstMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,6,individual,NA,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
221,Nyctalus_noctula,SecondMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,6,individual,NA,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
222,Nyctalus_noctula,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
223,Nyctalus_noctula,SecondMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
224,Nyctalus_noctula,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
225,Pipistrellus_kuhlii,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,3,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
226,Pipistrellus_kuhlii,SecondMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,3,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
227,Pipistrellus_kuhlii,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,40,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
228,Pipistrellus_kuhlii,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,40,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
229,Pipistrellus_kuhlii,ThirdMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,40,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
233,Pipistrellus_kuhlii,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,33,individual,83,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
234,Pipistrellus_kuhlii,SecondMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,33,individual,83,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
235,Pipistrellus_kuhlii,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,33,individual,83,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
236,Pipistrellus_kuhlii,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,NA,individual,689,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
237,Pipistrellus_kuhlii,SecondMainPreyItem,Ephemeroptera,NA,NA,NA,metabarcoding,NA,NA,individual,689,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
238,Pipistrellus_kuhlii,ThirdMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,NA,individual,689,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
239,Pipistrellus_kuhlii,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,NA,individual,20,pellet,Spain,Baroja et al. (2021),"Baroja, U., Garin, I., Vallejo, N., Aihartza, J., Rebelo, H., & Goiti, U. (2021). Bats actively track and prey on grape pest populations. Ecological Indicators, 126, 107718.",NA,NA,NA
240,Pipistrellus_kuhlii,SecondMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,NA,individual,20,pellet,Spain,Baroja et al. (2021),"Baroja, U., Garin, I., Vallejo, N., Aihartza, J., Rebelo, H., & Goiti, U. (2021). Bats actively track and prey on grape pest populations. Ecological Indicators, 126, 107718.",NA,NA,NA
241,Pipistrellus_kuhlii,ThirdMainPreyItem,Ephemeroptera,NA,NA,NA,metabarcoding,NA,NA,individual,20,pellet,Spain,Baroja et al. (2021),"Baroja, U., Garin, I., Vallejo, N., Aihartza, J., Rebelo, H., & Goiti, U. (2021). Bats actively track and prey on grape pest populations. Ecological Indicators, 126, 107718.",NA,NA,NA
242,Pipistrellus_nathusii,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,105,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
243,Pipistrellus_nathusii,SecondMainPreyItem,Hemiptera,NA,NA,NA,morphological_analysis,NA,NA,individual,105,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
244,Pipistrellus_nathusii,ThirdMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,105,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
245,Pipistrellus_nathusii,FirstMainPreyItem,Diptera,NA,NA,NA,molecular/morphological,NA,NA,individual,21,pellet,Latvia,KrÃ¼ger et al. (2013),"KrÃ¼ger, F., Clare, E. L., Symondson, W. O., KeiÅ¡s, O., & PÄ“tersons, G. (2014). Diet of the insectivorous bat P ipistrellus nathusii during autumn migration and summer residence. Molecular Ecology, 23(15), 3672-3683.",NA,NA,NA
246,Pipistrellus_nathusii,SecondMainPreyItem,Neuroptera,NA,NA,NA,molecular/morphological,NA,NA,individual,21,pellet,Latvia,KrÃ¼ger et al. (2013),"KrÃ¼ger, F., Clare, E. L., Symondson, W. O., KeiÅ¡s, O., & PÄ“tersons, G. (2014). Diet of the insectivorous bat P ipistrellus nathusii during autumn migration and summer residence. Molecular Ecology, 23(15), 3672-3683.",NA,NA,NA
247,Pipistrellus_nathusii,ThirdMainPreyItem,Lepidoptera,NA,NA,NA,molecular/morphological,NA,NA,individual,21,pellet,Latvia,KrÃ¼ger et al. (2013),"KrÃ¼ger, F., Clare, E. L., Symondson, W. O., KeiÅ¡s, O., & PÄ“tersons, G. (2014). Diet of the insectivorous bat P ipistrellus nathusii during autumn migration and summer residence. Molecular Ecology, 23(15), 3672-3683.",NA,NA,NA
248,Pipistrellus_nathusii,FirstMainPreyItem,Diptera,NA,NA,NA,molecular/morphological,NA,NA,individual,35,pellet,Latvia,KrÃ¼ger et al. (2013),"KrÃ¼ger, F., Clare, E. L., Symondson, W. O., KeiÅ¡s, O., & PÄ“tersons, G. (2014). Diet of the insectivorous bat P ipistrellus nathusii during autumn migration and summer residence. Molecular Ecology, 23(15), 3672-3683.",NA,NA,NA
249,Pipistrellus_nathusii,SecondMainPreyItem,Lepidoptera,NA,NA,NA,molecular/morphological,NA,NA,individual,35,pellet,Latvia,KrÃ¼ger et al. (2013),"KrÃ¼ger, F., Clare, E. L., Symondson, W. O., KeiÅ¡s, O., & PÄ“tersons, G. (2014). Diet of the insectivorous bat P ipistrellus nathusii during autumn migration and summer residence. Molecular Ecology, 23(15), 3672-3683.",NA,NA,NA
250,Pipistrellus_nathusii,ThirdMainPreyItem,Neuroptera,NA,NA,NA,molecular/morphological,NA,NA,individual,35,pellet,Latvia,KrÃ¼ger et al. (2013),"KrÃ¼ger, F., Clare, E. L., Symondson, W. O., KeiÅ¡s, O., & PÄ“tersons, G. (2014). Diet of the insectivorous bat P ipistrellus nathusii during autumn migration and summer residence. Molecular Ecology, 23(15), 3672-3683.",NA,NA,NA
251,Pipistrellus_pipistrellus,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,23,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
252,Pipistrellus_pipistrellus,SecondMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,23,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
253,Pipistrellus_pipistrellus,ThirdMainPreyItem,Neuroptera,NA,NA,NA,metabarcoding,NA,23,individual,NA,pellet,France,Galan et al. (2018),"Galan, M., Pons, J. B., Tournayre, O., Pierre, E., Leuchtmann, M., Pontier, D., & Charbonnel, N. (2018). Metabarcoding for the parallel identification of several hundred predators and their prey: Application to bat species diet analysis. Molecular ecology resources, 18(3), 474-489.",NA,NA,NA
254,Pipistrellus_pipistrellus,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,60,individual,155,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
255,Pipistrellus_pipistrellus,SecondMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,60,individual,155,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
256,Pipistrellus_pipistrellus,ThirdMainPreyItem,Hemiptera,NA,NA,NA,metabarcoding,NA,60,individual,155,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
257,Pipistrellus_pipistrellus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,NA,individual,NA,pellet,Spain,Baroja et al. (2021),"Baroja, U., Garin, I., Vallejo, N., Aihartza, J., Rebelo, H., & Goiti, U. (2021). Bats actively track and prey on grape pest populations. Ecological Indicators, 126, 107718.",NA,NA,NA
258,Pipistrellus_pipistrellus,SecondMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,NA,individual,NA,pellet,Spain,Baroja et al. (2021),"Baroja, U., Garin, I., Vallejo, N., Aihartza, J., Rebelo, H., & Goiti, U. (2021). Bats actively track and prey on grape pest populations. Ecological Indicators, 126, 107718.",NA,NA,NA
259,Pipistrellus_pipistrellus,ThirdMainPreyItem,Ephemeroptera,NA,NA,NA,metabarcoding,NA,NA,individual,NA,pellet,Spain,Baroja et al. (2021),"Baroja, U., Garin, I., Vallejo, N., Aihartza, J., Rebelo, H., & Goiti, U. (2021). Bats actively track and prey on grape pest populations. Ecological Indicators, 126, 107718.",NA,NA,NA
260,Pipistrellus_pipistrellus,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,60,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
261,Pipistrellus_pipistrellus,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,60,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
262,Pipistrellus_pipistrellus,ThirdMainPreyItem,Hemiptera,NA,NA,NA,morphological_analysis,NA,NA,individual,60,pellet,across,Beck (1995),"Beck, A. (1995). Fecal analyses of European bat species. Myotis, 32, 109-119.",NA,NA,NA
266,Pipistrellus_pygmaeus,FirstMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,NA,individual,230,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
267,Pipistrellus_pygmaeus,SecondMainPreyItem,Ephemeroptera,NA,NA,NA,metabarcoding,NA,NA,individual,230,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
268,Pipistrellus_pygmaeus,ThirdMainPreyItem,Hemiptera,NA,NA,NA,metabarcoding,NA,NA,individual,230,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
269,Pipistrellus_pygmaeus,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,540,pellet,Czech Republic,BartoniÄka et al. (2008),"BartoniÄka, T., Å˜ehÃ¡k, Z., & Andreas, M. (2008). Diet composition and foraging activity of Pipistrellus pygmaeus in a floodplain forest. Biologia, 63(2), 266-272.",NA,NA,NA
270,Pipistrellus_pygmaeus,SecondMainPreyItem,Trichoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,540,pellet,Czech Republic,BartoniÄka et al. (2008),"BartoniÄka, T., Å˜ehÃ¡k, Z., & Andreas, M. (2008). Diet composition and foraging activity of Pipistrellus pygmaeus in a floodplain forest. Biologia, 63(2), 266-272.",NA,NA,NA
271,Pipistrellus_pygmaeus,ThirdMainPreyItem,Hemiptera,NA,NA,NA,morphological_analysis,NA,NA,individual,540,pellet,Czech Republic,BartoniÄka et al. (2008),"BartoniÄka, T., Å˜ehÃ¡k, Z., & Andreas, M. (2008). Diet composition and foraging activity of Pipistrellus pygmaeus in a floodplain forest. Biologia, 63(2), 266-272.",NA,NA,NA
275,Plecotus_auritus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,27,individual,NA,pellet,UnitedKingdom,Razgour et al. (2011),"Razgour, O., Clare, E.L., Zeale, M.R., Hanmer, J., Schnell, I.B., Rasmussen, M., Gilbert, T.P. & Jones, G. (2011) Highâ€throughput sequencing offers insight into mechanisms of resource partitioning in cryptic bat species. Ecology and Evolution, 1, 556-570.",NA,NA,NA
276,Plecotus_auritus,SecondMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,27,individual,NA,pellet,UnitedKingdom,Razgour et al. (2011),"Razgour, O., Clare, E.L., Zeale, M.R., Hanmer, J., Schnell, I.B., Rasmussen, M., Gilbert, T.P. & Jones, G. (2011) Highâ€throughput sequencing offers insight into mechanisms of resource partitioning in cryptic bat species. Ecology and Evolution, 1, 556-570.",NA,NA,NA
277,Plecotus_auritus,ThirdMainPreyItem,Arachnida,NA,NA,NA,metabarcoding,NA,27,individual,NA,pellet,UnitedKingdom,Razgour et al. (2011),"Razgour, O., Clare, E.L., Zeale, M.R., Hanmer, J., Schnell, I.B., Rasmussen, M., Gilbert, T.P. & Jones, G. (2011) Highâ€throughput sequencing offers insight into mechanisms of resource partitioning in cryptic bat species. Ecology and Evolution, 1, 556-570.",NA,NA,NA
278,Plecotus_auritus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,27,individual,68,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
279,Plecotus_auritus,SecondMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,27,individual,68,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
280,Plecotus_auritus,ThirdMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,27,individual,68,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
281,Plecotus_auritus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
282,Plecotus_auritus,SecondMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
283,Plecotus_auritus,ThirdMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,UnitedKingdom,Vaughan (1997),"Vaughan, N. (1997). The diets of British bats (Chiroptera). Mammal Review, 27(2), 77-94.",NA,NA,NA
284,Plecotus_auritus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,across,Andreas (2010),"Andreas, M., Reiter, A., & Benda, P. (2012b). Dietary composition, resource partitioning and trophic niche overlap in three forest foliage-gleaning bats in Central Europe. Acta Chiropterologica, 14(2), 335-345.",NA,NA,NA
285,Plecotus_auritus,SecondMainPreyItem,Neuroptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,across,Andreas (2010),"Andreas, M., Reiter, A., & Benda, P. (2012b). Dietary composition, resource partitioning and trophic niche overlap in three forest foliage-gleaning bats in Central Europe. Acta Chiropterologica, 14(2), 335-345.",NA,NA,NA
286,Plecotus_auritus,ThirdMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,across,Andreas (2010),"Andreas, M., Reiter, A., & Benda, P. (2012b). Dietary composition, resource partitioning and trophic niche overlap in three forest foliage-gleaning bats in Central Europe. Acta Chiropterologica, 14(2), 335-345.",NA,NA,NA
287,Plecotus_auritus,FirstMainPreyItem,Diptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Ireland,Shiel et al. (1991),"Shiel, C. B., McAney, C. M., & Fairley, J. S. (1991). Analysis of the diet of Natterer's bat Myotis nattereri and the common longâ€eared bat Plecotus auritus in the West of Ireland. Journal of Zoology, 223(2), 299-305.",NA,NA,NA
288,Plecotus_auritus,SecondMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Ireland,Shiel et al. (1991),"Shiel, C. B., McAney, C. M., & Fairley, J. S. (1991). Analysis of the diet of Natterer's bat Myotis nattereri and the common longâ€eared bat Plecotus auritus in the West of Ireland. Journal of Zoology, 223(2), 299-305.",NA,NA,NA
289,Plecotus_auritus,ThirdMainPreyItem,Coleoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,Ireland,Shiel et al. (1991),"Shiel, C. B., McAney, C. M., & Fairley, J. S. (1991). Analysis of the diet of Natterer's bat Myotis nattereri and the common longâ€eared bat Plecotus auritus in the West of Ireland. Journal of Zoology, 223(2), 299-305.",NA,NA,NA
290,Plecotus_austriacus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,28,individual,NA,pellet,UnitedKingdom,Razgour et al. (2011),"Razgour, O., Clare, E.L., Zeale, M.R., Hanmer, J., Schnell, I.B., Rasmussen, M., Gilbert, T.P. & Jones, G. (2011) Highâ€throughput sequencing offers insight into mechanisms of resource partitioning in cryptic bat species. Ecology and Evolution, 1, 556-570.",NA,NA,NA
291,Plecotus_austriacus,SecondMainPreyItem,Diptera,NA,NA,NA,metabarcoding,NA,28,individual,NA,pellet,UnitedKingdom,Razgour et al. (2011),"Razgour, O., Clare, E.L., Zeale, M.R., Hanmer, J., Schnell, I.B., Rasmussen, M., Gilbert, T.P. & Jones, G. (2011) Highâ€throughput sequencing offers insight into mechanisms of resource partitioning in cryptic bat species. Ecology and Evolution, 1, 556-570.",NA,NA,NA
292,Plecotus_austriacus,ThirdMainPreyItem,Neuroptera,NA,NA,NA,metabarcoding,NA,28,individual,NA,pellet,UnitedKingdom,Razgour et al. (2011),"Razgour, O., Clare, E.L., Zeale, M.R., Hanmer, J., Schnell, I.B., Rasmussen, M., Gilbert, T.P. & Jones, G. (2011) Highâ€throughput sequencing offers insight into mechanisms of resource partitioning in cryptic bat species. Ecology and Evolution, 1, 556-570.",NA,NA,NA
293,Plecotus_austriacus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,metabarcoding,NA,37,individual,86,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
294,Plecotus_austriacus,SecondMainPreyItem,Coleoptera,NA,NA,NA,metabarcoding,NA,37,individual,86,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
295,Plecotus_austriacus,ThirdMainPreyItem,Hemiptera,NA,NA,NA,metabarcoding,NA,37,individual,86,pellet,Portugal,Unpublished data,Unpublished data,Data_provider:_Vanessa_Mata,NA,NA
296,Plecotus_austriacus,FirstMainPreyItem,Lepidoptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,across,Andreas (2010),"Andreas, M., Reiter, A., & Benda, P. (2012b). Dietary composition, resource partitioning and trophic niche overlap in three forest foliage-gleaning bats in Central Europe. Acta Chiropterologica, 14(2), 335-345.",NA,NA,NA
297,Plecotus_austriacus,SecondMainPreyItem,Dermaptera,NA,NA,NA,morphological_analysis,NA,NA,individual,NA,pellet,across,Andreas (2010),"Andreas, M., Reiter, A., & Benda, P. (2012b). Dietary composition, resource partitioning and trophic niche overlap in three forest foliage-gleaning bats in Central Europe. Acta Chiropterologica, 14(2), 335-345.",NA,NA,NA
