verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
Myotis_punicus,ForearmLength,58.95,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_azoreum,ForearmLength,39.25,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_lasiopterus,ForearmLength,65.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_leisleri,ForearmLength,42.55,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_noctula,ForearmLength,53.1,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_kuhlii,ForearmLength,33.85,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_maderensis,ForearmLength,32.85,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_nathusii,ForearmLength,34.65,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_pipistrellus,ForearmLength,31.25,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_pygmaeus,ForearmLength,30,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_auritus,ForearmLength,39.15,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_austriacus,ForearmLength,40,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_gaisleri,ForearmLength,39.65,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_kolombatovici,ForearmLength,37.7,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_macrobullaris,ForearmLength,41.65,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_sardus,ForearmLength,41.6,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_teneriffae,ForearmLength,43.05,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_blasii,ForearmLength,46.35,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_euryale,ForearmLength,48,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_ferrumequinum,ForearmLength,57.7,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_hipposideros,ForearmLength,37.85,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_mehelyi,ForearmLength,51.55,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Tadarida_teniotis,ForearmLength,62.3,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Vespertilio_murinus,ForearmLength,45.55,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Barbastella_barbastellus,FifthDigitLength,50.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_anatolicus,FifthDigitLength,56,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_isabellinus,FifthDigitLength,58,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_nilssonii,FifthDigitLength,50.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_serotinus,FifthDigitLength,64,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Hypsugo_savii,FifthDigitLength,42.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Miniopterus_schreibersii,FifthDigitLength,52,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_alcathoe,FifthDigitLength,40.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_bechsteinii,FifthDigitLength,53.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_blythii,FifthDigitLength,72,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_brandtii,FifthDigitLength,44.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_capaccinii,FifthDigitLength,52,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_dasycneme,FifthDigitLength,56,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_daubentonii,FifthDigitLength,45.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_emarginatus,FifthDigitLength,53.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_myotis,FifthDigitLength,75.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_mystacinus,FifthDigitLength,42,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_nattereri,FifthDigitLength,53,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_punicus,FifthDigitLength,75,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_azoreum,FifthDigitLength,30.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_lasiopterus,FifthDigitLength,71.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_leisleri,FifthDigitLength,47,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_noctula,FifthDigitLength,52.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_kuhlii,FifthDigitLength,42.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_maderensis,FifthDigitLength,40,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_nathusii,FifthDigitLength,44.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_pipistrellus,FifthDigitLength,39,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_pygmaeus,FifthDigitLength,36.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_auritus,FifthDigitLength,50.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_austriacus,FifthDigitLength,51.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_gaisleri,FifthDigitLength,51,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_kolombatovici,FifthDigitLength,48.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_macrobullaris,FifthDigitLength,52,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_sardus,FifthDigitLength,55,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_blasii,FifthDigitLength,57,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_euryale,FifthDigitLength,57.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_ferrumequinum,FifthDigitLength,70,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_hipposideros,FifthDigitLength,50,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_mehelyi,FifthDigitLength,62,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Tadarida_teniotis,FifthDigitLength,57.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Vespertilio_murinus,FifthDigitLength,51,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Barbastella_barbastellus,ThirdDigitLength,67,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_anatolicus,ThirdDigitLength,76,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_isabellinus,ThirdDigitLength,82,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_nilssonii,ThirdDigitLength,65,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_serotinus,ThirdDigitLength,88,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Hypsugo_savii,ThirdDigitLength,57.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Miniopterus_schreibersii,ThirdDigitLength,83.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_alcathoe,ThirdDigitLength,52.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_bechsteinii,ThirdDigitLength,65,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_blythii,ThirdDigitLength,94,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_brandtii,ThirdDigitLength,54.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_capaccinii,ThirdDigitLength,67.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_dasycneme,ThirdDigitLength,74.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_daubentonii,ThirdDigitLength,59,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_emarginatus,ThirdDigitLength,65,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_myotis,ThirdDigitLength,98,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_mystacinus,ThirdDigitLength,53,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_nattereri,ThirdDigitLength,69.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Myotis_punicus,ThirdDigitLength,97,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_lasiopterus,ThirdDigitLength,112,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_leisleri,ThirdDigitLength,74,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Nyctalus_noctula,ThirdDigitLength,91.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_kuhlii,ThirdDigitLength,57.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_maderensis,ThirdDigitLength,54.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_nathusii,ThirdDigitLength,59.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_pipistrellus,ThirdDigitLength,53,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Pipistrellus_pygmaeus,ThirdDigitLength,50.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_auritus,ThirdDigitLength,65,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_austriacus,ThirdDigitLength,67.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_gaisleri,ThirdDigitLength,67,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_kolombatovici,ThirdDigitLength,63.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_macrobullaris,ThirdDigitLength,66,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Plecotus_sardus,ThirdDigitLength,69.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_blasii,ThirdDigitLength,68.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_euryale,ThirdDigitLength,69.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_ferrumequinum,ThirdDigitLength,86.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_hipposideros,ThirdDigitLength,54,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Rhinolophus_mehelyi,ThirdDigitLength,77,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Tadarida_teniotis,ThirdDigitLength,108.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Vespertilio_murinus,ThirdDigitLength,72.5,NA,NA,mean of min and max,NA,mm,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Barbastella_barbastellus,BodyMass,8.5,NA,NA,mean of min and max,NA,g,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
Eptesicus_anatolicus,BodyMass,17.5,NA,NA,mean of min and max,NA,g,NA,NA,full_range,Dietz et al. (2009),"Dietz, C., Nill, D. & von Helversen, O. (2009) Bats of Britain, Europe and Northwest Africa. A & C Black.
",NA,Adult,NA
